SubmissionDate,start,end,Enumerator,agf,localname,genus,species,newspecies,dbh,height,canopyd,latitude,longitude,altitude,accuracy,key,genus_species,height_m,genusCorr,speciesCorr,meanWD,sdWD,family,AGB
10:10.8,57:34.5,59:27.6,henry_oindi,natural_forest_agroforestry,Acacia,acacia,tortilis,no,60,800,320,-0.9170192,35.1091444,1790,4.84,uuid:6e4d2c97-9061-43da-ba13-8389c0bbab51,Acacia tortilis,8,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,1200.330814
10:02.7,54:25.7,56:33.1,henry_oindi,natural_forest_agroforestry,Acacia,acacia,tortilis,no,46,750,300,-0.916887,35.1090857,1789.7,4.84,uuid:db827cda-dcf7-4ef6-87c4-692efeb5f6f4,Acacia tortilis,7.5,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,670.9605215
09:57.1,50:57.6,54:16.6,henry_oindi,natural_forest_agroforestry,Acacia,acacia,tortilis,no,60,800,350,-0.9170027,35.1089154,1789.7,4.74,uuid:6e9471b7-1fc8-4548-9676-d959d85a0a46,Acacia tortilis,8,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,1200.330814
08:29.6,01:52.3,03:19.6,juliet_onditi,natural_forest_agroforestry,Acacia,acacia,tortilis,no,60,400,6,-0.9166966,35.1093635,1746.1,4.866,uuid:8d039cbb-bb0f-4594-bc65-f7f31bab872e,Acacia tortilis,4,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,610.2329856
08:17.5,59:28.4,01:49.4,juliet_onditi,natural_forest_agroforestry,Acacia,acacia,tortilis,no,80,600,20,-0.9166613,35.1093109,1746.2,4.9,uuid:4fec31c8-2e80-4692-b04d-5a045cc5f847,Acacia tortilis,6,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,1589.429107
08:00.9,56:53.1,59:17.9,juliet_onditi,natural_forest_agroforestry,Acacia,acacia,tortilis,no,50,500,9,-0.9161587,35.109114,1746.3,4.95,uuid:526e13da-2ce3-4a2e-a16c-58445132b2c5,Acacia tortilis,5,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,531.5181018
07:40.5,55:32.0,56:40.2,juliet_onditi,natural_forest_agroforestry,Acacia,acacia,tortilis,no,6,170,4,-0.9167117,35.10894,1746.4,4.8,uuid:0497b99a-3a8b-417c-98e1-1ebed89bed52,Acacia tortilis,1.7,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,2.956672862
06:46.6,50:40.4,53:07.5,juliet_onditi,natural_forest_agroforestry,Acacia,acacia,tortilis,no,80,600,7,-0.9168054,35.1086066,1746.6,4.7,uuid:630207d8-07fd-43e3-99f1-f556770c2978,Acacia tortilis,6,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,1589.429107
02:28.4,01:31.1,03:09.2,david_makori,natural_forest_agroforestry,Acacia,acacia,tortilis,no,52,850,450,-0.916609,35.10959,1773.2,4.94,uuid:e85d2e15-6534-48f3-94ed-c6c245fe1c02,Acacia tortilis,8.5,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,963.1308309
02:21.1,56:38.9,00:39.6,david_makori,natural_forest_agroforestry,Acacia,acacia,tortilis,no,75,950,520,-0.9164557,35.1096278,1773,4.82,uuid:7b61014e-b4fa-424c-aabf-c204082cc6fd,Acacia tortilis,9.5,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,2194.379371
02:15.3,54:09.0,56:26.1,david_makori,natural_forest_agroforestry,Acacia,acacia,tortilis,no,85,1050,520,-0.9161252,35.108582,1773,4.9,uuid:df2d31c6-46c8-403f-ad8b-c216b55e9d39,Acacia tortilis,10.5,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,3089.159881
02:10.4,51:04.1,54:04.7,david_makori,natural_forest_agroforestry,Acacia,acacia,tortilis,no,125,1150,650,-0.916071,35.1084179,1770.3,4.88,uuid:b6eba3a9-969f-4788-ab36-7e9e2668d6fa,Acacia tortilis,11.5,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,7167.097699
02:06.2,48:18.2,51:00.8,david_makori,natural_forest_agroforestry,Acacia,acacia,tortilis,no,145,1250,850,-0.9165598,35.1084341,1770.3,4.66,uuid:8c39eaeb-b0d3-4fd8-b801-1b632b40b83a,Acacia tortilis,12.5,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,10387.43694
02:00.0,46:28.4,48:13.4,david_makori,natural_forest_agroforestry,Acacia,acacia,tortilis,no,65,950,520,-0.9169269,35.1081832,1768.1,4.125,uuid:34a3788f-460e-4aef-843a-d9f0163699ee,Acacia tortilis,9.5,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,1659.583078
00:49.9,11:45.3,31:24.1,david_makori,pasture_agroforestry,Acacia,acacia,tortilis,no,45,1050,1650,-0.6924214,35.0943193,1764.2,4.583,uuid:b51be1c1-7178-4229-a037-6269ceb56bdb,Acacia tortilis,10.5,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,892.6587571
35:33.2,01:15.8,02:52.8,sarah_mwangi,cropland_agroforestry,Black wattle,acacia,mearnsii,no,8,250,80,-0.5737221,34.9685863,2019.7,4.9,uuid:d9b31a60-f0af-4218-964d-3fd26351abd8,Acacia mearnsii,2.5,Acacia,mearnsii,0.659666667,0.070823262,Fabaceae,6.351801505
35:07.6,58:24.0,23:25.0,sarah_mwangi,cropland_agroforestry,Black wattle,acacia,mearnsii,no,18,330,100,-0.6712366,34.8329327,1783.8,4.625,uuid:6dbcd44f-24b7-4eaf-862b-aabe447b1c7a,Acacia mearnsii,3.3,Acacia,mearnsii,0.659666667,0.070823262,Fabaceae,40.55434114
34:53.2,30:26.3,24:33.7,sarah_mwangi,cropland_agroforestry,Black wattle,acacia,mearnsii,no,20,500,160,-0.577468,34.7451311,1469.7,4.55,uuid:9ea9a346-340a-4d76-8852-6b9a13f833f7,Acacia mearnsii,5,Acacia,mearnsii,0.659666667,0.070823262,Fabaceae,74.72760966
33:48.9,12:23.8,14:18.6,juliet_onditi,cropland_agroforestry,Black wattle,acacia,mearnsii,no,18,600,3,-0.5735641,34.9687611,2068.5,4.68,uuid:cface896-137a-4209-b615-df4b2b472a7f,Acacia mearnsii,6,Acacia,mearnsii,0.659666667,0.070823262,Fabaceae,72.68476073
33:46.4,08:35.1,10:32.4,juliet_onditi,cropland_agroforestry,Black wattle,acacia,mearnsii,no,20,600,7,-0.5735921,34.9688063,2069.1,4.5,uuid:f13c9289-77d5-410a-aee5-255bc2993564,Acacia mearnsii,6,Acacia,mearnsii,0.659666667,0.070823262,Fabaceae,89.28160454
31:09.4,18:38.0,20:32.1,henry_oindi,cropland_agroforestry,Black wattle,acacia,mearnsii,no,24,550,250,-0.671185,34.8330334,1795.4,3.46,uuid:f06cb81f-159b-47a6-bc06-61bd65ff0617,Acacia mearnsii,5.5,Acacia,mearnsii,0.659666667,0.070823262,Fabaceae,117.0690633
11:54.9,23:10.4,19:05.7,sarah_mwangi,cropland_agroforestry,Umbrella acacia,acacia,tortilis,no,30,530,420,-0.8141122,37.2530301,1084.7,5,uuid:10f10b8c-00bd-411d-a555-37c29b6b32bb,Acacia tortilis,5.3,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,207.5715484
41:30.9,33:01.8,34:41.4,roy_spenser,natural_forest_agroforestry,acacia,acacia,tortilis,no,15,900,700,-0.8140384,37.2530486,1097.6,3.18,uuid:96a8c353-6582-494f-ac18-cb7826d4306a,Acacia tortilis,9,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,89.9507345
41:17.1,30:10.6,32:09.8,roy_spenser,natural_forest_agroforestry,Hookthorn,acacia,nilotica,no,12,800,500,-0.8140614,37.2528529,1097.3,5,uuid:e82d09f6-4d10-450e-847f-10109bee9820,Acacia nilotica,8,Acacia,nilotica,0.723333333,0.070823262,Fabaceae,47.7207257
41:07.2,21:06.9,24:18.0,roy_spenser,natural_forest_agroforestry,Hook thorn,acacia,nilotica,no,10,700,400,-0.8140905,37.2531051,1098.3,4.74,uuid:9c9bfd6a-29ef-48ec-9952-ebb02c451061,Acacia nilotica,7,Acacia,nilotica,0.723333333,0.070823262,Fabaceae,29.3457428
39:40.9,18:10.3,20:27.1,roy_spenser,natural_forest_agroforestry,acacia,acacia,tortilis,no,6,400,350,-0.8141143,37.2531904,1094.4,3.34,uuid:006f4563-12f8-419d-87b2-97c831e054b2,Acacia tortilis,4,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,6.815467942
36:51.4,49:46.8,52:49.1,roy_spenser,pasture_agroforestry,acacia,acacia,tortilis,no,120,1000,1700,-1.0581973,37.1258733,1463.6,4.48,uuid:4be39d56-47a5-40b5-a0b6-e797cf4ce467,Acacia tortilis,10,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,5774.251281
36:42.9,39:04.8,41:55.0,roy_spenser,pasture_agroforestry,acacia,acacia,tortilis,no,35,1000,600,-1.0592622,37.1259853,1462.6,4.96,uuid:c5706cd1-c234-471d-98ac-8176ecdfdf8d,Acacia tortilis,10,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,521.1403612
36:40.4,36:16.0,39:01.8,roy_spenser,pasture_agroforestry,acacia,acacia,tortilis,no,100,800,900,-1.059063,37.1260852,1462.6,4.9,uuid:9e863009-1349-458d-8b5f-f1f53defeaae,Acacia tortilis,8,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,3253.491784
36:33.6,12:50.6,16:43.7,roy_spenser,pasture_agroforestry,acacia,acacia,tortilis,no,50,800,500,-1.05908,37.1272817,1458.6,4.5,uuid:d552ee35-17e7-4e23-ab0a-38580b95fc98,Acacia tortilis,8,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,840.8899516
28:35.1,30:29.0,32:48.7,sarah_mwangi,natural_forest_agroforestry,Umbrella acacia,acacia,tortilis,no,20,430,400,-0.8137518,37.2526465,930.4,4.92,uuid:bbdd22a2-64f6-4234-8e8f-1fdbc77d8d49,Acacia tortilis,4.3,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,76.7025233
28:31.0,25:18.6,26:53.9,sarah_mwangi,cropland_agroforestry,Umbrella acacia,acacia,tortilis,no,40,450,500,-0.8139697,37.2527791,929.5,5,uuid:924aa4f2-9698-4268-892c-d47a244d768c,Acacia tortilis,4.5,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,310.2347223
28:26.5,16:48.6,19:39.0,sarah_mwangi,natural_forest_agroforestry,Umbrella acacia,acacia,tortilis,no,15,280,300,-0.81422,37.2532033,1326.3,4.5,uuid:d9d6cc9d-8635-42db-8996-87e9bce58508,Acacia tortilis,2.8,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,28.77996512
23:47.5,46:47.1,00:50.0,sarah_mwangi,pasture_agroforestry,Umbrella acacia,acacia,tortilis,no,120,1000,700,-1.0579392,37.1269702,1464.6,4.9,uuid:bc478fef-4461-4726-b607-1a7313ab23ad,Acacia tortilis,10,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,5774.251281
23:45.0,41:28.7,43:46.8,sarah_mwangi,pasture_agroforestry,Umbrella acacia,acacia,tortilis,no,65,900,700,-1.0579841,37.1268093,1462,4.82,uuid:4229a4a7-9894-419b-80a0-bcb98a6edec7,Acacia tortilis,9,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,1574.27808
23:45.0,42:36.5,44:09.7,judy_akinyi,natural_forest_agroforestry,Acacia,acacia,tortilis,no,8,200,70,-0.8140941,37.2527592,1078.9,3.666,uuid:32abbd15-f7c9-4558-8937-15501710d55f,Acacia tortilis,2,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,6.075343213
23:43.6,39:05.1,41:26.0,sarah_mwangi,pasture_agroforestry,Umbrella acacia,acacia,tortilis,no,100,1100,1100,-1.0583507,37.1267901,1462.1,4.72,uuid:201445d3-7477-46de-8146-ff856c839ade,Acacia tortilis,11,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,4439.490672
23:40.5,37:00.1,39:01.0,sarah_mwangi,pasture_agroforestry,Acacia,acacia,xanthophloea,no,100,1200,630,-1.0582935,37.1268123,1461.9,4.56,uuid:1ae93024-e188-4482-8d5c-c9d6e74848ea,Acacia xanthophloea,12,Acacia,xanthophloea,0.758,0.070823262,Fabaceae,4654.286412
23:38.6,34:59.5,36:55.6,sarah_mwangi,pasture_agroforestry,Umbrella acacia,acacia,tortilis,no,75,820,800,-1.0582882,37.1268596,1461.9,4.6,uuid:19104daa-e20f-4741-83ec-e77589c42cc8,Acacia tortilis,8.2,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,1900.797242
23:37.1,32:40.8,34:07.9,judy_akinyi,natural_forest_agroforestry,Acacia,acacia,tortilis,no,35,400,500,-0.8140982,37.2529061,1081,4.6,uuid:4cb3fe24-023f-4d7a-a994-900917b4d405,Acacia tortilis,4,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,213.0910754
23:35.7,32:12.0,34:46.3,sarah_mwangi,pasture_agroforestry,Umbrella acacia,acacia,tortilis,no,60,950,700,-1.0583475,37.1266836,1462.4,4.98,uuid:f50df34f-d0a5-4001-914b-c6e70a0294e2,Acacia tortilis,9.5,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,1419.526049
23:33.1,30:50.3,32:38.1,judy_akinyi,natural_forest_agroforestry,Acacia,acacia,tortilis,no,25,500,450,-0.8141154,37.2529037,1080.9,4.816,uuid:4d561a60-ff29-457c-b6f6-1b0eae4e6ab0,Acacia tortilis,5,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,137.3749376
23:30.3,21:41.3,23:55.8,sarah_mwangi,pasture_agroforestry,Umbrella acacia,acacia,tortilis,no,85,780,850,-1.0587469,37.1268399,1452.9,4.86,uuid:e3c17435-0391-46c9-b8c7-33d5fbbe0a67,Acacia tortilis,7.8,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,2311.234237
23:28.6,27:14.6,28:43.9,judy_akinyi,natural_forest_agroforestry,Acacia,acacia,tortilis,no,35,400,300,-0.814158,37.2528732,1081.7,4.55,uuid:b3a681ab-922b-4578-a767-a8fa66b914e8,Acacia tortilis,4,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,213.0910754
23:08.2,26:07.7,28:55.5,david_makori,natural_forest_agroforestry,Acacia,acacia,tortilis,no,45,650,550,-0.8136786,37.2532175,1071.9,4.7,uuid:075fae22-323a-49fd-bd47-b2c49ee724cc,Acacia tortilis,6.5,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,558.9952918
23:04.8,22:26.6,25:00.3,david_makori,natural_forest_agroforestry,Acacia,acacia,drepanolobium,no,35,450,350,-0.8138409,37.2531143,1072.2,4.74,uuid:ea8bdc24-efb0-4625-8f23-c07cde366136,Acacia drepanolobium,4.5,Acacia,drepanolobium,0.78783128,0.09413391,Fabaceae,239.0507569
23:03.1,20:22.8,22:19.8,david_makori,natural_forest_agroforestry,Acacia,acacia,nilotica,no,25,350,250,-0.8139745,37.253068,1072.1,4.4,uuid:e5ef7813-6f5c-423e-acf5-4cc7d6c39c0d,Acacia nilotica,3.5,Acacia,nilotica,0.723333333,0.070823262,Fabaceae,89.23160981
22:58.7,17:50.9,20:18.8,david_makori,natural_forest_agroforestry,Acacia,acacia,nilotica,no,35,650,450,-0.8140667,37.2531592,1070.2,5,uuid:cdf021dc-c1fa-4ce5-b80e-b10ac2468ced,Acacia nilotica,6.5,Acacia,nilotica,0.723333333,0.070823262,Fabaceae,314.8862367
22:56.5,49:54.5,51:36.1,david_makori,pasture_agroforestry,Acacia,acacia,tortilis,no,105,1150,750,-1.0582046,37.1263972,1486.7,4.783,uuid:1c3fab1d-7afa-4f0d-9782-31c98b13d71b,Acacia tortilis,11.5,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,5099.604445
22:53.5,45:41.1,47:37.7,david_makori,pasture_agroforestry,Acacia,acacia,tortilis,no,105,1050,750,-1.0582123,37.1265503,1487.9,4.38,uuid:12a0d5bd-f69a-47df-aa45-00edd753a519,Acacia tortilis,10.5,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,4666.337587
22:47.7,40:53.7,43:14.3,david_makori,pasture_agroforestry,Acacia,acacia,tortilis,no,105,1150,750,-1.0583821,37.1265738,1488.1,4.12,uuid:8585def9-b9ed-48fa-a536-8f0ea5bf4be7,Acacia tortilis,11.5,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,5099.604445
22:35.9,34:19.6,36:56.5,david_makori,pasture_agroforestry,Acacia,acacia,xanthophloea,no,95,1350,850,-1.0585841,37.1264009,1489.2,4.5,uuid:d01ae522-27e5-43db-b91d-f361f03824ee,Acacia xanthophloea,13.5,Acacia,xanthophloea,0.758,0.070823262,Fabaceae,4723.832007
22:30.4,24:46.2,34:16.8,david_makori,pasture_agroforestry,Acacia,acacia,xanthophloea,no,110,1450,850,-1.0585032,37.1263115,1487.5,4.9,uuid:f5adc7f4-4517-4c06-9b2f-336fe321fb3b,Acacia xanthophloea,14.5,Acacia,xanthophloea,0.758,0.070823262,Fabaceae,6743.197822
22:25.0,21:26.8,24:43.0,david_makori,pasture_agroforestry,Acacia,acacia,xanthophloea,no,95,1520,950,-1.0585155,37.1262232,1485.8,4.466,uuid:18c88e84-82f0-4b1f-9436-f1555824d2c2,Acacia xanthophloea,15.2,Acacia,xanthophloea,0.758,0.070823262,Fabaceae,5303.566617
22:05.0,37:55.2,40:06.5,judy_akinyi,pasture_agroforestry,Acacia,acacia,tortilis,no,50,450,500,-1.0591397,37.1258916,1460.9,3.166,uuid:95271c7c-3e09-49b3-bb3c-864f7e6065fe,Acacia tortilis,4.5,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,479.5774443
21:50.7,22:36.1,25:13.3,judy_akinyi,pasture_agroforestry,Acacia,acacia,tortilis,no,200,1000,800,-1.0586772,37.1271918,1456.6,4,uuid:d6fea138-a11f-4f3f-b935-897fa1f2c071,Acacia tortilis,10,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,15651.08459
21:47.5,18:27.9,22:27.9,judy_akinyi,pasture_agroforestry,Acacia,acacia,tortilis,no,140,700,700,-1.0586786,37.1273965,1464.9,3.5,uuid:ed15d949-222a-4124-9417-9c132cee99ae,Acacia tortilis,7,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,5507.969158
21:44.7,16:05.0,18:13.1,judy_akinyi,pasture_agroforestry,Acacia,acacia,xanthophloea,no,100,850,650,-1.0589106,37.1272134,1464.5,2.566,uuid:832b073f-9713-4e31-9623-fc07aea62687,Acacia xanthophloea,8.5,Acacia,xanthophloea,0.758,0.070823262,Fabaceae,3324.184196
21:40.6,14:01.0,16:00.1,judy_akinyi,pasture_agroforestry,Acacia,acacia,xanthophloea,no,130,1000,700,-1.0588338,37.1272238,1461.6,3.5,uuid:b469b779-6088-4912-a3bf-4fa3b2c145f0,Acacia xanthophloea,10,Acacia,xanthophloea,0.758,0.070823262,Fabaceae,6501.141708
23:39.0,02:33.8,04:34.2,judy_akinyi,cropland_agroforestry,Acacia,acacia,mearnsii,no,20,750,400,-0.6886155,36.8771316,2095.6,4.95,uuid:7f448a91-37c7-4280-ba2e-cbf4dbce1ff4,Acacia mearnsii,7.5,Acacia,mearnsii,0.659666667,0.070823262,Fabaceae,111.0059248
23:34.4,53:29.1,54:56.6,judy_akinyi,cropland_agroforestry,Acacia,acacia,mearnsii,no,35,700,300,-0.6886742,36.8768256,2095.6,4.75,uuid:5eeb7c6f-80d4-4a56-a336-a2ac5832296e,Acacia mearnsii,7,Acacia,mearnsii,0.659666667,0.070823262,Fabaceae,309.3943114
23:31.2,49:21.6,51:29.9,judy_akinyi,cropland_agroforestry,Acacia,acacia,mearnsii,no,20,600,250,-0.688648,36.8768571,2095.6,4.9,uuid:4418c4d9-e91f-45bf-8112-5ac78e4cbe9c,Acacia mearnsii,6,Acacia,mearnsii,0.659666667,0.070823262,Fabaceae,89.28160454
49:50.7,55:15.4,57:15.2,roy_spenser,cropland_agroforestry,black wattle,acacia,mearnsii,no,10,700,600,-0.6714684,36.9439688,1858.2,4.9,uuid:8e378721-c32e-4e35-9403-594fc135e3b7,Acacia mearnsii,7,Acacia,mearnsii,0.659666667,0.070823262,Fabaceae,26.82202122
49:40.9,52:45.9,55:04.1,roy_spenser,cropland_agroforestry,black wattle,acacia,mearnsii,no,20,800,600,-0.6715049,36.9439119,1857.8,4.566,uuid:7d10d038-3689-476e-9514-381fb7c44c02,Acacia mearnsii,8,Acacia,mearnsii,0.659666667,0.070823262,Fabaceae,118.2230593
49:08.1,46:20.3,48:11.6,henry_oindi,cropland_agroforestry,Black wattle,acacia,mearnsii,no,4,200,20,-0.6714683,36.9437933,1832.6,5,uuid:3eaf2138-a0a9-440a-ac30-37342361d0ab,Acacia mearnsii,2,Acacia,mearnsii,0.659666667,0.070823262,Fabaceae,1.3203899
48:46.8,41:26.9,43:10.0,henry_oindi,cropland_agroforestry,Black wattle,acacia,mearnsii,no,48,900,420,-0.6715245,36.943783,1833.3,4.98,uuid:2c0e9b5e-5238-4a5b-9f68-ff442115a867,Acacia mearnsii,9,Acacia,mearnsii,0.659666667,0.070823262,Fabaceae,732.4861196
48:45.0,38:27.7,40:21.0,roy_spenser,cropland_agroforestry,black wattle,acacia,mearnsii,no,30,1000,600,-0.6728693,36.9436632,1854.9,4.76,uuid:7f36705b-7b8c-4abe-8818-a95ad150841a,Acacia mearnsii,10,Acacia,mearnsii,0.659666667,0.070823262,Fabaceae,324.3519431
48:39.2,36:54.0,38:24.3,roy_spenser,cropland_agroforestry,black wattle,acacia,mearnsii,no,15,900,400,-0.6726054,36.9436631,1855.3,4.9,uuid:25b18094-45c3-4f38-a4a0-aba8a1ac8864,Acacia mearnsii,9,Acacia,mearnsii,0.659666667,0.070823262,Fabaceae,75.63915032
48:36.8,39:44.0,41:23.5,henry_oindi,cropland_agroforestry,Black wattle,acacia,mearnsii,no,34,750,320,-0.6714521,36.9438691,1833.4,5,uuid:4a4da4f6-10a4-4c3a-83bb-16c082a0a5c6,Acacia mearnsii,7.5,Acacia,mearnsii,0.659666667,0.070823262,Fabaceae,312.7392958
48:35.9,34:41.4,36:51.1,roy_spenser,cropland_agroforestry,black wattle,acacia,mearnsii,no,10,700,300,-0.6725681,36.943662,1855.2,4.3,uuid:baf0ebee-c04e-4019-8892-1395d0ed2b36,Acacia mearnsii,7,Acacia,mearnsii,0.659666667,0.070823262,Fabaceae,26.82202122
48:23.1,38:17.3,06:20.2,judy_akinyi,cropland_agroforestry,Acacia,acacia,mearnsii,no,8,400,150,-0.6718963,36.9434812,1788.7,5,uuid:3a59fc6b-0d65-444e-80dc-9b663cb769c8,Acacia mearnsii,4,Acacia,mearnsii,0.659666667,0.070823262,Fabaceae,10.04888835
48:16.3,38:05.3,39:32.8,henry_oindi,cropland_agroforestry,Black wattle,acacia,mearnsii,no,28,800,400,-0.6714569,36.943904,1833.2,4.85,uuid:b36592c5-3f67-4c32-8cc8-7e893524eb51,Acacia mearnsii,8,Acacia,mearnsii,0.659666667,0.070823262,Fabaceae,228.0048679
47:46.8,36:10.2,37:57.4,henry_oindi,cropland_agroforestry,Black wattle,acacia,mearnsii,no,24,700,230,-0.6714316,36.9439197,1833.4,4.6,uuid:274a54f6-98ee-49c8-8c6e-04f6d5eefc78,Acacia mearnsii,7,Acacia,mearnsii,0.659666667,0.070823262,Fabaceae,148.1371025
46:25.8,27:26.0,29:22.6,henry_oindi,cropland_agroforestry,Black wattle,acacia,mearnsii,no,14,450,200,-0.6719907,36.9436868,1832.9,4.72,uuid:76e6e2dc-75c4-4e7a-b15b-81d04fa8c2f4,Acacia mearnsii,4.5,Acacia,mearnsii,0.659666667,0.070823262,Fabaceae,33.60881142
42:12.8,46:33.5,48:01.6,henry_oindi,cropland_agroforestry,Black wattle,acacia,mearnsii,no,8,400,160,-0.5605583,37.034635,1723.1,5,uuid:e38f70e5-bf87-4876-986b-baa372907fbc,Acacia mearnsii,4,Acacia,mearnsii,0.659666667,0.070823262,Fabaceae,10.04888835
06:29.0,17:15.6,20:03.0,roy_spenser,cropland_agroforestry,black wattle,acacia,mearnsii,no,15,900,600,-0.5643568,36.9478951,1822.8,4.56,uuid:a7449817-6ba0-43ca-9c3f-f5baab1983c3,Acacia mearnsii,9,Acacia,mearnsii,0.659666667,0.070823262,Fabaceae,75.63915032
02:03.1,31:26.5,33:18.0,henry_oindi,cropland_agroforestry,Black wattle,acacia,mearnsii,no,8,600,130,-0.4561769,37.0244635,1844.4,5,uuid:af807612-c453-4cab-81e0-b7d3911c300c,Acacia mearnsii,6,Acacia,mearnsii,0.659666667,0.070823262,Fabaceae,14.92736285
18:51.6,28:30.8,29:54.8,henry_oindi,cropland_agroforestry,Black wattle,acacia,mearnsii,no,6,450,110,-0.4819434,37.199226,1652.3,4.78,uuid:023f0d74-ba90-40c3-8295-929060abbc5c,Acacia mearnsii,4.5,Acacia,mearnsii,0.659666667,0.070823262,Fabaceae,6.429281909
06:05.0,42:09.9,44:04.6,judy_akinyi,natural_forest_agroforestry,Acacia,acacia,tortilis,no,35,400,550,-0.802953,37.6714243,1002.3,4.666,uuid:5a53dc87-f46f-481f-9b07-7370acd668b4,Acacia tortilis,4,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,213.0910754
06:04.2,38:29.6,01:31.2,judy_akinyi,natural_forest_agroforestry,Acacia,acacia,mellifera,no,35,400,450,-0.8028834,37.6715401,1002.3,4.9,uuid:c7777579-e895-4043-ac64-4ad6e58a263e,Acacia mellifera,4,Acacia,mellifera,0.947,0.070823262,Fabaceae,255.0139967
06:02.6,32:15.5,34:55.5,judy_akinyi,natural_forest_agroforestry,Acacia,acacia,tortilis,no,100,750,650,-0.8028668,37.6717779,1000.5,4.94,uuid:398b9d54-b328-4407-b4db-2736f9d482de,Acacia tortilis,7.5,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,3054.876658
05:08.6,50:25.3,52:27.8,david_makori,natural_forest_agroforestry,Acacia,acacia,tortilis,no,35,850,550,-0.803534,37.671294,1055.6,4.62,uuid:0b978dda-7393-4e03-b7e8-5ba4dd5d2cd2,Acacia tortilis,8.5,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,444.7004625
04:06.1,35:05.6,36:40.4,henry_oindi,natural_forest_agroforestry,Gum Arabic,acacia,nilotica,no,34,600,540,-0.8032262,37.6717873,1030.4,5,uuid:12592f6d-a7e5-4b34-875c-e5b860b07fd5,Acacia nilotica,6,Acacia,nilotica,0.723333333,0.070823262,Fabaceae,275.2021904
03:59.0,10:37.7,12:32.4,henry_oindi,cropland_agroforestry,Gum Arabic,acacia,nilotica,no,47,650,430,-0.6556181,37.5770364,1108.8,4.9,uuid:a0126d5c-fa07-4a1a-aec6-5631ed576dfa,Acacia nilotica,6.5,Acacia,nilotica,0.723333333,0.070823262,Fabaceae,559.8450912
03:58.0,35:07.3,38:07.7,roy_spenser,natural_forest_agroforestry,umbrella tree,acacia,tortilis,no,25,750,600,-0.8029151,37.6714451,1058.2,4.6,uuid:350af3ba-d0d6-4501-bacd-0131cf6e47b2,Acacia tortilis,7.5,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,204.0669047
03:56.5,31:43.8,34:55.2,roy_spenser,natural_forest_agroforestry,umbrella tree,acacia,tortilis,no,12,800,600,-0.8028927,37.6713755,1057.9,4.96,uuid:ecf8a37d-d20e-4df3-b200-e71e8087ea24,Acacia tortilis,8,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,51.86943372
03:15.7,40:29.9,42:20.7,sarah_mwangi,natural_forest_agroforestry,Umbrella acacia,acacia,tortilis,no,16,380,500,-0.8027724,37.6712181,1038.6,4.9,uuid:3376caeb-3ce8-47d9-856e-e14597f0fabb,Acacia tortilis,3.8,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,43.97895275
